povrate60,mort_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack
36.374371,0,16279,91.300003,0.59133708,35.900002,1070,5841,10246,41.400002,0.80000001
34.004597,0,11008,97,0.608845,38.200001,709,4658,6227,26.799999,0
24.25482,0,23263,91.300003,0.58544427,42.5,1576,10264,13153,32.900002,0.1
20.470316,0,28432,83.599998,0.52063495,43.799999,1802,11970,16629,44.5,0.1
22.732285,0,20948,91.199997,0.57761621,41.599998,1348,9766,11264,30.1,0.1
27.191372,8.7638578,22548,84.400002,0.58032852,44.299999,1636,9984,11993,24.700001,0.1
25.627483,0,21661,96.599998,0.61230093,52.200001,1318,9105,12154,36.5,0
26.42837,0,17861,93.199997,0.58795375,39.5,1165,7521,9999,0,0
25.015837,0,15980,93.599998,0.61021787,47,1087,6655,9232,0,0.1
26.320763,0,23637,92.599998,0.58567333,37.099998,1576,10470,12453,32.799999,0
27.558475,0,17840,92.599998,0.57693356,47.599998,1144,7318,10716,38.5,0.1
27.173668,0,17909,93.300003,0.57792634,44.400002,1176,7629,10149,16.1,0
16.282351,0,50443,93.099998,0.55705458,49.200001,3034,22163,28057,73.800003,0.40000001
31.281693,0,18509,94.400002,0.58737373,47.400002,1112,7920,10855,41.5,0.1
31.048063,0,15153,91.900002,0.59097862,39.400002,1044,6540,8274,23,0
32.932152,0,8516,94.400002,0.58179015,41.299999,557,3240,5099,0,0
25.444597,0,18350,92.099998,0.59276348,54.099998,1222,8236,10428,47.900002,0
35.302383,5.4168248,22187,92.699997,0.5990051,39.299999,1496,9247,12584,0,0
16.612617,1.9701328,55817,90.300003,0.56150049,45.5,3389,23699,31230,66.900002,0.60000002
31.025957,0,18686,94.199997,0.6070801,35.400002,1318,7966,10574,26.5,0
19.338781,0,24347,94.300003,0.57869542,49.799999,1553,10026,14154,26.700001,0.5
30.087162,0,9367,91.800003,0.60453331,38.099998,677,3750,5463,30.1,0.1
38.681232,0,10692,92.199997,0.69287634,42.599998,713,4464,6125,0,0
36.911282,5.3697042,18424,86.099998,0.5668031,40.700001,1324,8308,9764,24.200001,0
30.873058,8.7873459,12896,95.800003,0.63902915,49.900002,779,5150,7396,21.4,0
16.793354,0,79676,88.300003,0.57399684,40.799999,4702,37657,40973,75.099998,0.1
24.65155,0,14571,92.199997,0.599231,48,989,6762,8039,53.299999,0
28.369972,4.5745654,28779,93.800003,0.6153537,45.599998,1865,12453,15942,37.900002,0.1
22.510576,0,21360,92,0.59064966,47.200001,1418,9112,12028,47.200001,0
24.215849,0,15707,94.300003,0.59204358,44,1049,6611,9015,29.1,0
30.545664,0,10519,89.800003,0.58028579,49.5,690,4129,6256,0,0
27.753996,0,14050,96.699997,0.63135874,49.900002,967,5976,8435,31.799999,0
23.999437,0,14246,93.099998,0.55557388,45,957,6064,8196,0,0
35.544476,0,13935,95.099998,0.6180405,41.799999,973,5532,8148,0,0
21.739563,0,20160,93.199997,0.57379675,49.299999,1332,8747,11395,42.5,0.1
31.342773,8.5005102,14694,93.400002,0.58536583,43.700001,1024,6478,8125,0,0
22.054476,0,22804,81.099998,0.55889219,47.5,1614,9424,13283,39,0.1
29.399538,0,17445,90.400002,0.61130792,41.200001,1251,7340,10201,20.299999,0.1
22.292381,0,18249,93.400002,0.61278093,44.299999,1134,7386,11003,40.400002,0.5
39.528442,10.814318,12805,96.5,0.62292945,34.299999,910,5373,7329,29.9,0
22.065941,0,13276,94.099998,0.59661371,51.599998,892,5729,7351,30.6,0
28.790806,0,10379,93.699997,0.6030246,41.900002,636,4232,6107,0,0
26.235167,0,16655,92.599998,0.56397969,42,1056,7096,9263,0,0
29.385986,4.7936339,20981,85.099998,0.51266575,35.700001,1384,9277,11254,28.5,0
17.34293,0,35153,91,0.54185271,44.700001,2315,15901,19915,43.599998,0.1
22.445902,0,15905,90.400002,0.62755758,48.299999,974,6989,9004,50.900002,0.30000001
19.996262,1.8415189,54308,90.5,0.65306193,61.400002,2429,29181,25984,62.299999,0.60000002
29.257357,0,20917,89.099998,0.5325157,44.700001,1376,9703,11230,37.700001,0.30000001
29.226549,0,15495,92.900002,0.60089833,44.5,1022,6234,9204,0,0
30.563986,0,25549,94.699997,0.59234452,44.900002,1803,11495,13462,22.5,0
20.111929,0,44541,92,0.55697209,41.799999,2788,18825,25794,71.400002,2.4000001
24.174334,0,10399,87,0.57733124,45.900002,721,4429,5934,0,0
30.308329,0,11087,94.5,0.59261906,39.200001,741,4200,6875,46.200001,0.1
35.558128,8.4473724,14739,91.800003,0.5831818,33.5,1028,6600,7721,19.200001,0
28.435553,0,12356,98.400002,0.60600567,46.200001,863,4962,7335,29.6,0
26.434498,0,23500,90.099998,0.59474003,39.5,1552,9848,14024,46.799999,0.2
23.139072,0,26382,89.5,0.57535386,36.700001,1672,10809,15385,50.299999,0.30000001
16.488262,0,38239,92.699997,0.5549652,49.400002,2249,16374,22023,59.5,0.69999999
28.47826,0,13196,78.900002,0.50557435,40.599998,1005,5920,7440,36.700001,0.1
30.182947,0,14575,89.599998,0.59533268,45.299999,964,6042,7737,26.700001,0
33.747604,0,14187,91.599998,0.62177503,40.799999,972,5814,8115,22.799999,0
29.349556,13.403029,10834,90.900002,0.62421763,38.5,742,4154,6274,43.799999,0.5
26.926836,0,14518,93,0.56071675,47.5,906,5748,8928,44.400002,0.1
18.886703,2.6498489,33954,85.599998,0.55004478,38.700001,2111,14517,19307,62,0.40000001
25.486526,0,18921,89.800003,0.57121682,40.599998,1185,8095,10651,22.6,0
32.500969,0,10386,86.900002,0.59384197,35.700001,655,4417,5514,28.299999,0
29.051912,6.9046469,21469,93.099998,0.56560528,45.400002,1283,8071,13329,54.599998,0.2
37.333969,9.248127,14743,95.5,0.62012595,47.900002,1047,6668,7958,26.4,0
30.356619,0,24350,94,0.61811644,40.900002,1633,10841,12865,28.299999,0
28.174873,0,14748,95.699997,0.63370568,48.400002,1026,6088,7975,0,0
16.858284,1.2592872,84192,88.300003,0.53786236,44.700001,4954,38772,44828,72.900002,0.69999999
26.396938,0,19374,91.599998,0.61448276,51.400002,1182,8700,10496,38.200001,0.1
44.084526,0,7944,96.099998,0.63078374,47.799999,577,3177,4812,0,0
26.215683,0,16873,93.900002,0.60637259,44.099998,1163,7187,9752,19.700001,0
34.80336,0,16025,94.300003,0.59596395,42,1152,6987,8518,27.5,0
31.160078,0,26667,87.900002,0.59933478,30.1,1835,12327,13658,19.9,0
16.584051,0,49537,92.599998,0.67098504,64.099998,2482,26090,24124,63.299999,0.30000001
26.66884,0,21895,93.599998,0.58161682,41.900002,1489,9030,12402,27,0.2
41.043461,0,10333,96.199997,0.64438158,39.599998,713,3889,6463,0,0.1
31.381271,0,13942,94.199997,0.59624416,44.200001,869,5325,8422,55.900002,0.1
35.033352,0,9867,93.5,0.59379113,42,686,3801,5962,0,0.1
19.458273,0,46719,91.199997,0.57210976,41,2868,19713,26871,73.400002,1
18.507448,5.9222412,21275,93.900002,0.59503055,52.5,1362,9981,10996,33.900002,0
25.667299,5.936832,19803,91.900002,0.58558452,46.200001,1304,8255,11117,31.1,0.1
38.671158,0,9883,96.699997,0.59044945,41.299999,632,3560,6360,0,0
17.352285,2.6271544,47619,90.800003,0.55560243,48.400002,2893,21321,26483,59.400002,0.69999999
24.592499,0,12842,89.199997,0.58023828,44,867,5708,7370,22.4,0
33.289932,0,21869,92.5,0.62403339,37.400002,1340,9828,11477,29.700001,0
17.947184,1.1169441,107804,88.300003,0.56359965,45.5,6239,48027,60098,83.400002,1.2
24.795219,0,10389,96.400002,0.61336076,44.099998,772,4371,5888,0,0.40000001
19.278524,0,19652,95.199997,0.61805224,48.700001,1314,8420,10986,52,0
31.124435,0,16305,90.800003,0.57390624,38.099998,1057,6400,9983,42.099998,1.9
29.061234,0,9182,85.800003,0.57650113,33.900002,580,3464,5424,33.599998,0.2
23.915781,0,21172,91.800003,0.60206521,44.099998,1346,9200,11708,60,6.8000002
20.751238,0,8717,98.599998,0.59506303,46.599998,583,3808,5044,35.299999,0.30000001
15.327413,11.82872,32825,93.300003,0.56645125,50.099998,1994,15011,17591,73.099998,1.8
32.563942,0,16192,83.900002,0.55637956,35.799999,1001,5933,10337,58.5,3.5999999
33.756405,0,13183,91.300003,0.57592368,42,820,4926,8300,25.6,1
16.41571,0,38213,89.599998,0.5466674,46.200001,2536,17689,21303,49.400002,0.5
28.720163,0,3984,87.099998,0.60422164,48.099998,259,1516,2445,0,1.3
37.224518,0,5862,90.900002,0.56050658,34.400002,409,2132,3845,0,0.89999998
30.299488,0,22365,91.800003,0.5777306,33.299999,1579,8954,13476,52.599998,1.2
24.671341,0,4722,95.800003,0.60974383,36.5,306,1991,2883,0,0
26.700478,0,3381,94.199997,0.56150508,51.200001,210,1382,2045,0,0
24.542297,0,10737,93.300003,0.61082155,40.799999,658,4029,6775,43.200001,0.1
26.3664,0,14590,93.800003,0.61148769,44,973,5606,8749,48.700001,0.1
37.390045,0,8315,88.400002,0.59481359,38.700001,611,3085,5337,0,0
29.541285,0,3270,98.300003,0.61136711,48.200001,227,1302,1975,0,0
21.511204,3.5950532,37992,88.900002,0.55354178,40,2301,16277,22399,67,2.5
28.159626,0,37271,91.199997,0.62967861,38.099998,2091,14374,22996,50.400002,1.3
24.952742,0,5871,96,0.56054604,44.5,352,2271,3487,0,0
21.838112,0,21586,91.400002,0.56609535,46.700001,1328,8518,13128,48.400002,0.69999999
28.750526,0,9574,94.099998,0.59938365,36.099998,612,3894,5625,12.4,3.9000001
18.491814,0,44040,92.199997,0.67450982,57.700001,2317,23970,20973,75.199997,4
28.582724,32.061558,5088,93.099998,0.60171103,48.099998,358,2104,3011,0,0.30000001
37.193897,0,5015,88.900002,0.58947366,34.599998,330,1710,3365,0,0.1
22.752485,0,21201,87.199997,0.59695953,45,1335,11314,10008,56.200001,0.1
21.518494,0,7872,95.400002,0.64441371,39.900002,530,2891,4835,0,0.5
21.716255,4.095675,16094,92,0.57638097,48.799999,1060,7875,7986,73.400002,1.3
17.904846,0,21000,96.400002,0.60775453,50,1289,9517,11421,64.599998,1.3
27.094662,0,19376,92.400002,0.57772821,39.5,1179,8073,11650,54.599998,1.6
26.573483,4.1816511,28895,76.599998,0.34375,53.5,1399,16288,13431,65,11.7
23.659843,0,4138,91,0.58168185,44.5,273,1867,2167,0,0.2
23.852739,0,5840,91.400002,0.54420429,46.599998,329,2545,2949,0,3.5
29.109215,0,4614,86.900002,0.56884992,46.700001,328,1939,2448,0,0.30000001
24.945524,0,11605,92.900002,0.57458055,40.5,769,4351,7058,36,0
18.380543,0,3248,94,0.57481873,45.700001,224,1517,1676,0,0.5
17.056438,0,9658,95.099998,0.60557872,46,635,3836,5896,28.799999,0.30000001
16.357128,0,25981,92.199997,0.57543468,48.900002,1614,11732,14461,57.5,1.8
21.224218,0,3023,100,0.57879657,48.799999,217,1396,1705,0,0.60000002
30.77149,0,10320,89.099998,0.57222223,42.299999,704,3960,6356,29.4,0.2
25.750757,0,11081,92,0.55980033,43.700001,768,4607,6621,0,0.89999998
33.243969,0,7105,94.800003,0.58774269,47.200001,493,2627,4632,0,0
16.227507,0,3130,98.199997,0.56553078,47.799999,229,1526,1594,0,0
21.607248,0,10329,97.900002,0.61927253,45.599998,729,4234,5674,36,0.1
16.037111,34.352455,4665,96.300003,0.62981743,53.200001,329,1972,2741,0,0
31.75528,0,27067,80.900002,0.56616634,38,1990,10859,16104,52,4.6999998
22.124788,0,2965,0,0.54996455,57.900002,207,1411,1666,0,0
20.054026,1.9624389,48344,79,0.46995845,42.400002,2400,21670,28773,45.400002,9.1000004
25.727356,0,5477,98.800003,0.58488762,42.599998,326,2091,3545,0,0
30.87167,0,8285,91.699997,0.58657718,37.799999,568,2980,5336,0,0.80000001
18.318317,0,4000,88,0.57473683,47.900002,279,1900,2136,0,1.3
25.819151,3.8939295,27427,86.099998,0.65149546,50.099998,1510,12304,14712,67.599998,1.8
18.387995,0,24138,84.5,0.59030712,47.700001,1594,10647,13828,51.900002,0.30000001
20.533457,0,15377,77.599998,0.55583715,38.700001,1036,6313,8939,0,0.1
31.609196,0,15756,95.300003,0.57896531,41.700001,964,5876,9735,26.6,0.1
23.690863,0,5538,97.5,0.5739693,49.099998,349,2474,3060,0,0.1
23.50474,0,20006,92.599998,0.56113535,36.299999,1318,7786,12261,47.299999,3.5999999
25.875399,16.903313,8950,93,0.60216898,48.299999,634,3504,5394,43.5,0.1
26.581858,0,45496,91.800003,0.59062397,40,2943,18494,27040,75.699997,6.6999998
31.64772,0,7748,89.5,0.58775657,44,480,2826,4581,36,0.80000001
37.506966,10.705492,12748,97.5,0.6060946,39.400002,889,5349,7392,0,0.40000001
28.556084,0,19763,89.699997,0.57347304,38.900002,1281,7826,11641,55.799999,3.5999999
28.320028,0,5546,99,0.62527519,45.200001,381,2271,3187,0,0
26.559509,0,8064,94.099998,0.61605418,42.5,544,3102,4956,41.599998,0.2
29.340332,0,12847,88.199997,0.57390118,41.799999,875,5142,7720,0,0.2
29.11084,0,7495,93.099998,0.56017041,48.299999,447,2817,4659,0,0.30000001
24.43787,0,6786,96.699997,0.56934017,48.5,409,2531,4268,0,0.2
19.025724,0,10466,93.099998,0.58700156,46.799999,649,3862,6575,48.799999,2.2
24.793009,0,8766,95.599998,0.57960337,42.099998,568,3530,5241,37.099998,0.2
27.875553,0,12268,96.5,0.59297818,44.599998,767,4899,7191,0,0.2
18.072586,0,12181,95.5,0.56545699,49.799999,732,5263,7046,67.300003,2.0999999
21.492481,0,5278,93.199997,0.57460183,44.900002,331,2386,2929,0,0
17.556929,0,60092,85.800003,0.54855889,48.200001,3742,26473,32841,63.599998,2
32.480049,0,9752,95.5,0.6024164,42.200001,596,3559,6304,30.1,0
17.023424,0,14153,97,0.62174577,53.200001,892,5877,8064,33,0.69999999
22.92177,0,42220,75.699997,0.51879579,64.400002,1978,25245,17958,54.900002,4.5
20.415611,0,9873,94.699997,0.61222118,47.5,679,4304,5310,31.9,0.30000001
22.759912,31.725889,6456,92,0.57961786,37.599998,433,2512,3717,0,0
18.272636,0,11042,94.599998,0.62427509,46.5,790,4828,6680,53.900002,0.30000001
15.381823,2.4053495,54977,91.5,0.44860321,58.799999,2724,27599,27241,79,0
19.451185,0,5369,86.199997,0.56865126,51.799999,392,2469,2752,68,0.1
15.609942,5.5179372,141864,85.699997,0.47939819,54.299999,7178,65868,77879,84.599998,6.6999998
32.685513,0,4528,97.400002,0.61783755,43.5,282,2007,2224,0,0
19.222963,43.699928,6923,97.599998,0.59803259,43.599998,456,2948,3790,66.699997,0.30000001
31.522017,0,7889,94.300003,0.5570606,40.200001,449,2953,4950,0,0
23.003984,0,7282,96.800003,0.58304971,46.799999,534,2938,4606,0,0.2
17.952381,0,2100,0,0.53992397,49.700001,131,1052,1083,0,0.1
18.284397,5.1114292,25779,95,0.60827523,45.900002,1669,10755,14719,39.599998,1
17.964384,0,7721,93.699997,0.5479086,52.400002,491,3371,4005,57.200001,0
23.367199,0,5537,97,0.60425872,42.299999,369,2489,2955,51.299999,0.1
31.893492,19.346102,6801,91.300003,0.52586544,42.599998,440,2571,4089,0,1.9
23.165829,0,1990,0,0.62231761,48,144,932,1135,0,1.5
37.384525,0,10422,86,0.56882298,34,737,4112,6683,0,0
28.432432,0,2775,97,0.63153905,46.900002,207,1319,1400,0,0
28.275541,0,12944,87.599998,0.57271272,37.200001,895,5006,8133,52.200001,0.40000001
32.411873,0,5424,90.699997,0.57233036,36.799999,353,1901,3510,0,0
16.658318,2.5461814,187302,84.5,0.52291071,37.799999,10742,85244,101550,88.5,16.700001
59.462204,0,14887,66.699997,0.48632041,14.9,1186,6835,8036,0,5.3000002
53.51461,0,12347,72.199997,0.47862399,15.3,801,5029,7413,27.1,2.2
33.732281,0,8614,76,0.48197493,23.9,571,3828,4941,29.299999,4.5
38.968311,0,8405,88.599998,0.52619046,27.799999,560,3360,5134,0,4.9000001
47.238831,0,28445,75.300003,0.46647692,18.4,1851,12648,16182,35.599998,7.4000001
57.900982,0,9283,78.400002,0.51893479,17.200001,685,4093,5051,0,5.1999998
64.761414,0,35428,78.099998,0.5756067,17.700001,3354,17677,17206,44.700001,3.5999999
38.923325,6.0463147,18113,79.5,0.48207885,31.9,1236,8370,10189,42.900002,14.3
27.809853,0,52056,83.699997,0.48012379,35.700001,3593,24879,28249,76.400002,1.8
37.287685,0,21351,86.400002,0.52061963,31,1387,9360,12447,42.400002,10.8
37.745903,0,7364,74.599998,0.4746201,21.9,461,3093,4364,0,0.80000001
74.5382,0,15792,75.699997,0.58041698,12.3,1487,8058,7004,0,0.30000001
49.982853,6.982265,14626,75.900002,0.51019472,17.200001,1104,6523,8051,0,4.6999998
29.156399,0,15862,77.599998,0.46629143,20.9,1126,7995,7614,0,1.4
57.949417,0,9529,78.099998,0.552441,13.8,824,4281,5281,0,0.80000001
42.312923,0,13293,82.400002,0.49736148,25.4,873,5306,7929,43,7.0999999
35.191307,0,21123,83.300003,0.61147928,30.200001,1252,9356,11989,44.400002,3.0999999
15.483916,3.9609711,86920,85.5,0.51745027,30.799999,5075,38624,48242,82.900002,0.89999998
38.15696,22.614202,5636,79.5,0.47725245,26.200001,366,2242,3466,0,1.5
39.513638,0,7801,79,0.52306354,24.5,552,3447,4607,40.299999,2.9000001
54.011482,8.5719185,21157,75.199997,0.52454162,14.3,1846,10472,10229,0,0.1
64.569786,0,14631,73.699997,0.53974307,11.7,1299,7083,7247,0,0.30000001
38.889122,1.6654453,56837,72.300003,0.34827369,34.099998,2946,30209,27875,34.200001,21.9
34.590313,0,20869,81.199997,0.48757669,30.200001,1387,9941,11544,48.299999,9.3000002
75.944641,4.1327438,21199,65.699997,0.53458619,10.3,1947,11334,8721,0,2.2
67.354446,0,8966,69.300003,0.46102858,12.3,718,4375,4515,0,0.30000001
49.515682,0,8696,81.5,0.52904147,20.799999,632,3495,5174,0,1.3
62.928349,0,8025,72.099998,0.43501252,12.9,590,3593,4359,0,6.0999999
28.242764,3.8520305,71217,85.599998,0.5145421,34.599998,4830,34211,36475,60.200001,4.4000001
61.049828,0,7887,68.699997,0.52970821,11.6,772,3770,4251,0,1.3
60.452961,0,6357,80.699997,0.53194743,9.3999996,579,3271,2989,0,0
56.412346,7.2960749,12296,68.900002,0.47689432,14.8,1079,5886,6630,23.700001,0.30000001
23.970295,1.8988664,131239,82.400002,0.50950265,45.400002,6847,63193,72798,84.900002,15.2
50.331192,0,10295,64.900002,0.47867399,16.4,795,4736,6284,0,3.3
60.369392,8.8284626,42523,75.900002,0.55385095,15.8,4037,22358,18898,7.5,0.80000001
21.646877,5.7967653,29297,73.800003,0.46653572,35.700001,1812,13746,16836,62.400002,6.4000001
45.902702,13.551971,10921,71.599998,0.50702727,26.9,810,4696,6490,29,17.6
36.275757,0,3931,81.900002,0.48887587,21.200001,277,1708,2186,0,2.5999999
42.18639,0,9904,70.800003,0.44886878,22.6,705,4420,5583,31,9.1000004
31.041733,0,9622,80.300003,0.52207154,23.200001,700,4055,5452,0,0.60000002
34.099957,3.8955979,30498,86,0.53563428,24.299999,2036,12053,18475,35.799999,5.1999998
54.061245,0,16195,74,0.53634715,12.9,1279,7167,8565,18.799999,0.5
42.722218,0,11363,66.599998,0.45617104,15.1,734,5145,6299,0,5.4000001
37.071411,0,30026,86.199997,0.54776603,24.200001,2207,14906,14621,28.200001,0.5
47.783535,12.9887,5211,84.5,0.51969177,20.4,422,2336,3025,0,2.7
32.937096,0,68052,56.5,0.27424622,39.900002,4743,44110,25315,19.200001,6.8000002
54.666565,0,52107,82,0.59359229,18.299999,4911,26156,24342,24,7.9000001
33.535099,0,13666,76.900002,0.48073554,29.1,847,5710,8132,41.200001,4.1999998
52.718758,0,14316,72.800003,0.49803737,15.8,1042,6369,7760,0,10.6
33.556393,0,32991,82.400002,0.50791782,28.9,2300,15282,18538,50.400002,10.1
39.37838,0,11086,84.599998,0.51310229,24.299999,791,4732,6427,0,7.9000001
44.433525,0,7156,84.300003,0.52779782,25.9,494,2770,4003,0,12
37.247402,2.536912,38252,82.699997,0.49982214,23.4,2713,16866,21951,49.099998,8.8000002
72.318535,0,10791,72.199997,0.54834509,8.5,1036,5378,5147,0,0
19.390209,2.1899569,612481,83.699997,0.49320418,36.099998,34622,282747,336080,88.5,12.8
37.885353,0,13087,82.699997,0.54644728,30.5,776,6868,6983,51.700001,9.1999998
60.017254,0,19856,84.599998,0.55511248,18.9,1701,9780,10050,20.4,0
15.951385,3.2601697,121490,84.900002,0.50307518,31.5,6792,54306,67121,84.199997,3.2
76.2463,0,17341,74.5,0.5553804,10.6,1796,9516,7316,0,1
72.515121,0,25125,76.099998,0.57341772,16.1,2372,12640,12113,18.200001,1.5
40.130379,0,10444,81.599998,0.48311523,21,703,4738,5650,0,5.3000002
59.348492,0,25364,78.599998,0.56725192,18,2191,12245,12480,16.200001,1
66.377533,0,12105,78,0.56976533,13.9,1053,5583,6368,0,0.30000001
69.746056,0,7320,75.699997,0.54527777,13.1,659,3600,3623,0,0.69999999
81.098015,0,10711,79.300003,0.58219743,9.1000004,965,6089,4325,0,0
62.052826,0,29978,82,0.58273745,13.4,2886,15803,13781,10.6,2.4000001
51.958622,6.8653026,13155,64.5,0.48461422,14.4,1129,6597,6334,0,0.2
51.019814,5.91471,17168,76.5,0.52579212,18.799999,1366,7638,8846,0,5.5
45.350964,0,7135,80.400002,0.4885115,20.6,528,3003,4131,0,1.1
45.636425,4.9164209,20920,76.699997,0.48554084,21.200001,1460,9060,11986,28,11.1
37.014927,29.308323,5881,77.900002,0.38836059,16,348,2629,3756,0,9
27.449041,4.0698385,57228,86.400002,0.5221718,35,3681,25325,33380,60.200001,10.8
78.937401,0,12204,73.900002,0.59504765,8.5,1366,6502,5607,0,0
42.692226,11.42596,9460,86.699997,0.52888668,25.700001,731,4033,5341,0,0.60000002
45.360924,2.6114433,33320,70,0.56988811,30.299999,2233,17156,16911,49.200001,7.6999998
76.661705,0,11446,61.400002,0.51003259,14.9,1046,5831,4991,0,0
46.298542,5.9858732,16980,81.199997,0.56178075,25.299999,1475,8603,7869,28.5,6.0999999
29.608007,0,16821,85.300003,0.50105458,27.6,1139,7586,9527,18.4,0.1
70.124481,0,9889,75.400002,0.58001423,10.2,991,5624,4218,0,0
36.657288,0,18576,84.199997,0.48279241,29.5,1229,8165,10439,46,9.8999996
29.523609,3.8550501,18942,86.400002,0.48618785,46.799999,1159,10317,8543,0,4.4000001
62.821949,20.53388,4499,59,0.52129221,11.2,364,2043,2180,0,0.30000001
36.911514,0,14711,83.400002,0.48167294,27.700001,980,6384,8574,41.5,6
58.167282,0,8381,57.599998,0.40963203,12.1,609,3696,4715,0,4
63.262028,0,11831,72.400002,0.50785434,13.2,926,5411,6449,0,3
44.028481,0,13645,77.5,0.50627679,25,1014,6293,7271,39.900002,9.6999998
64.293083,0,10659,81.199997,0.52662277,13.8,914,5315,5577,0,0.1
44.42717,3.6411302,28377,74,0.48672709,20.1,2323,12469,15562,24.799999,4.8000002
38.925922,0,22163,81.099998,0.55439389,27.1,1705,11095,10334,21.6,7.9000001
46.450024,0,6513,74.900002,0.46232393,21.5,446,2840,3956,0,2.9000001
50.337383,5.1690273,17818,75.900002,0.52782255,17.200001,1411,7440,10361,0,1.9
27.522684,0,13229,87.099998,0.43947607,27.299999,856,6642,7358,0,9.1000004
39.462708,0,8185,74,0.46514976,22,535,3472,4883,0,4.3000002
74.85141,0,5389,68.900002,0.51002312,11.3,453,2594,2715,0,0.30000001
32.244373,0,10201,78.300003,0.49474886,21.799999,663,4380,5590,25.799999,0.89999998
61.456684,0,34934,78.300003,0.5750376,16.200001,3171,18604,15619,17,3
59.794704,0,69680,77.900002,0.55141127,15.5,6457,36811,31098,7,0.80000001
58.795933,0,6417,61,0.4732779,11.9,543,3368,3215,0,1.4
58.543041,0,34487,74.900002,0.5166378,18.700001,2737,16168,18415,31.299999,1.8
54.483925,0,2377,91.900002,0.5821501,17.6,180,986,1488,0,0.69999999
67.842911,0,12048,75,0.5244084,13.3,1086,6043,6199,0,0
51.681854,7.2103252,12854,70.900002,0.60660404,25.200001,1002,7026,5819,32.599998,0.2
64.563019,0,11497,83.699997,0.58174014,13.2,929,5126,5968,0,1.3
33.795052,0,15679,80.900002,0.55729312,29.700001,986,7226,8365,45.400002,11.5
32.511112,0,18692,74.800003,0.45823359,29.1,1308,8356,10365,24.5,13.4
46.600231,0,11402,83.599998,0.51843554,23.1,746,4909,6695,46.099998,13.9
37.653114,0,5633,71.599998,0.45421112,18.9,440,2719,2951,0,6.3000002
36.67704,0,16678,79.199997,0.51997519,22.299999,1176,8060,8576,42.799999,5.5999999
54.339199,20.663292,11610,77,0.5271461,20.700001,860,4881,6418,0,16.6
55.846405,0,9250,78.900002,0.51175869,17,668,3912,5036,0,17
34.274193,17.385258,4960,82.400002,0.49130988,20.5,371,2359,2755,0,0.1
39.013607,6.8380742,14579,91.900002,0.55580938,29.799999,1046,6567,7945,25.700001,9.1000004
39.861172,0,45190,82.900002,0.53913087,32.599998,2846,21492,24587,62.299999,9.6999998
43.72921,10.279605,11327,84.699997,0.54512978,21.6,901,5318,5731,0,10.3
71.99601,0,15061,59.099998,0.45463333,10.9,1220,7241,7323,20,2.7
42.652481,0,14136,84.300003,0.50262696,22.5,910,5710,8692,26.51,8
64.162514,0,25739,86.900002,0.64212948,17.5,2272,12172,13445,35.700001,0.60000002
76.782143,0,6707,84.099998,0.61411691,9.1999998,600,3216,3061,0,0
30.310837,6.2648792,11893,75.699997,0.48601276,32.599998,766,5648,6400,34.099998,13.1
52.217724,5.4301591,49783,82.400002,0.5320912,21.200001,3745,24742,24525,55.799999,19.700001
48.137863,0,20232,90.800003,0.60076004,20,1589,9736,9770,33.299999,23.9
43.403374,3.903734,27677,88,0.54512811,27.700001,2124,14204,12927,33.400002,31.9
62.472507,8.491127,17283,81.5,0.54713434,13.3,1536,9038,8329,0,41.200001
59.678959,0,38833,86.900002,0.57544684,20.1,3067,17847,19093,25.1,27.799999
48.849117,0,19092,85.099998,0.53928453,26.799999,1526,9253,9927,37.5,22.4
58.707241,0,16726,88.300003,0.62635887,18.6,1392,7451,9021,15.2,49.400002
33.224228,2.5663729,58829,89.300003,0.45667315,45.799999,3554,31447,26300,66,24.700001
35.458618,3.4941669,224879,89,0.52037752,42.700001,13686,106907,118699,80.800003,36.400002
27.484539,1.3040529,145935,88.199997,0.48992351,39.400002,9117,77259,68544,73.900002,20.799999
60.775421,0,9080,88.099998,0.59085292,21.5,742,4045,4704,0,27.799999
33.883339,11.721955,6914,66.900002,0.36342388,20.9,441,3423,3515,0,6.3000002
65.688301,0,11156,87.099998,0.57166332,19.6,914,5477,5564,0,35.200001
52.837791,6.6666665,19877,93.099998,0.61444497,27.299999,1516,8432,10820,39.700001,50.299999
51.299339,4.2611217,21422,87.099998,0.54365844,26.1,1480,10376,9715,43.400002,46.200001
60.475231,4.4361634,24383,86.800003,0.59097397,21.700001,2100,11212,12409,24.1,57.5
26.358961,2.514719,230076,89.800003,0.5685271,49.299999,14902,121120,110720,85.099998,31.700001
70.684677,0,14374,90.5,0.62194777,18.200001,1222,7044,6672,40.099998,61
61.294186,0,20534,91.800003,0.51228154,20.6,1219,8183,12297,0,54
62.519661,2.9964342,32459,84.599998,0.55513924,16.5,2624,15479,15644,33,26.799999
63.58334,0,26925,88.800003,0.61067021,19.700001,2319,12727,12464,17,40.599998
57.870266,0,13384,89.800003,0.58481771,23.4,1155,6007,7117,0,24.200001
37.274864,4.5813417,52633,82.300003,0.50160027,27.299999,3565,25933,24756,67,28.6
